Unnamed: 0,year_id,quarter_id,smonth,sweek,start_day_week,sdate,stime,shour,goods_id,goods_name_st,goods_name_orig,unit_name,sale_amount,sale_orig_amount,sale_price,sale_qty,mysl_category_name_lv1,mysl_category_name_lv2,mysl_category_name_lv3,mysl_category_name_lv4
442,2022,2,202206,202222,20220530,20220602,22:44.0,16,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,16.5,16.5,1.65,10,生鲜,蛋类,包装蛋类,包装盐蛋
502,2022,2,202206,202222,20220530,20220602,46:43.0,16,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,9.9,9.9,1.65,6,生鲜,蛋类,包装蛋类,包装盐蛋
508,2022,2,202206,202222,20220530,20220602,50:12.0,16,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,8.25,8.25,1.65,5,生鲜,蛋类,包装蛋类,包装盐蛋
510,2022,2,202206,202222,20220530,20220602,50:17.0,16,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,13.2,13.2,1.65,8,生鲜,蛋类,包装蛋类,包装盐蛋
513,2022,2,202206,202222,20220530,20220602,51:15.0,16,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,9.9,9.9,1.65,6,生鲜,蛋类,包装蛋类,包装盐蛋
539,2022,2,202206,202222,20220530,20220602,01:01.0,17,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,9.9,9.9,1.65,6,生鲜,蛋类,包装蛋类,包装盐蛋
575,2022,2,202206,202222,20220530,20220602,04:28.0,17,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,24.75,24.75,1.65,15,生鲜,蛋类,包装蛋类,包装盐蛋
591,2022,2,202206,202222,20220530,20220602,12:32.0,17,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,6.6,6.6,1.65,4,生鲜,蛋类,包装蛋类,包装盐蛋
609,2022,2,202206,202222,20220530,20220602,14:53.0,17,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,3.3,3.3,1.65,2,生鲜,蛋类,包装蛋类,包装盐蛋
654,2022,2,202206,202222,20220530,20220602,34:10.0,17,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,4.95,4.95,1.65,3,生鲜,蛋类,包装蛋类,包装盐蛋
671,2022,2,202206,202222,20220530,20220602,40:45.0,17,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,4.9,4.9,1.63,3,生鲜,蛋类,包装蛋类,包装盐蛋
750,2022,2,202206,202222,20220530,20220602,12:55.0,18,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,1.65,1.65,1.65,1,生鲜,蛋类,包装蛋类,包装盐蛋
783,2022,2,202206,202222,20220530,20220602,24:54.0,18,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,9.9,9.9,1.65,6,生鲜,蛋类,包装蛋类,包装盐蛋
818,2022,2,202206,202222,20220530,20220602,31:05.0,18,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,6.6,6.6,1.65,4,生鲜,蛋类,包装蛋类,包装盐蛋
831,2022,2,202206,202222,20220530,20220602,42:12.0,18,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,19.8,19.8,1.65,12,生鲜,蛋类,包装蛋类,包装盐蛋
866,2022,2,202206,202222,20220530,20220602,55:33.0,18,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,8.2,8.2,1.64,5,生鲜,蛋类,包装蛋类,包装盐蛋
868,2022,2,202206,202222,20220530,20220602,55:55.0,18,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,9.9,9.9,1.65,6,生鲜,蛋类,包装蛋类,包装盐蛋
895,2022,2,202206,202222,20220530,20220602,01:00.0,19,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,4.95,4.95,1.65,3,生鲜,蛋类,包装蛋类,包装盐蛋
907,2022,2,202206,202222,20220530,20220602,03:03.0,19,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,8.25,8.25,1.65,5,生鲜,蛋类,包装蛋类,包装盐蛋
908,2022,2,202206,202222,20220530,20220603,59:09.0,9,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,6.6,6.6,1.65,4,生鲜,蛋类,包装蛋类,包装盐蛋
1009,2022,2,202206,202223,20220606,20220609,17:10.0,16,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,20,20,2,10,生鲜,蛋类,包装蛋类,包装盐蛋
34,2022,2,202206,202223,20220606,20220609,47:18.0,16,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,10,10,2,5,生鲜,蛋类,包装蛋类,包装盐蛋
81,2022,2,202206,202223,20220606,20220609,58:34.0,16,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,10,10,2,5,生鲜,蛋类,包装蛋类,包装盐蛋
105,2022,2,202206,202223,20220606,20220609,18:09.0,17,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,12,12,2,6,生鲜,蛋类,包装蛋类,包装盐蛋
121,2022,2,202206,202223,20220606,20220609,31:54.0,17,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,10,10,2,5,生鲜,蛋类,包装蛋类,包装盐蛋
192,2022,2,202206,202223,20220606,20220609,07:54.0,18,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,4,4,2,2,生鲜,蛋类,包装蛋类,包装盐蛋
515,2022,2,202206,202223,20220606,20220610,08:42.0,8,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,10,10,2,5,生鲜,蛋类,包装蛋类,包装盐蛋
541,2022,2,202206,202223,20220606,20220610,49:20.0,8,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,12,12,2,6,生鲜,蛋类,包装蛋类,包装盐蛋
768,2022,2,202206,202223,20220606,20220610,49:28.0,10,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,2,2,2,1,生鲜,蛋类,包装蛋类,包装盐蛋
844,2022,2,202206,202223,20220606,20220610,10:28.0,12,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,4,4,2,2,生鲜,蛋类,包装蛋类,包装盐蛋
14,2022,2,202206,202223,20220606,20220610,53:40.0,13,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,4,4,2,2,生鲜,蛋类,包装蛋类,包装盐蛋
241,2022,2,202206,202223,20220606,20220610,03:01.0,16,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,6,6,2,3,生鲜,蛋类,包装蛋类,包装盐蛋
324,2022,2,202206,202223,20220606,20220610,28:25.0,16,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,16,16,2,8,生鲜,蛋类,包装蛋类,包装盐蛋
409,2022,2,202206,202223,20220606,20220610,54:19.0,16,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,14,14,2,7,生鲜,蛋类,包装蛋类,包装盐蛋
600,2022,2,202206,202223,20220606,20220610,20:35.0,18,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,42,42,2,21,生鲜,蛋类,包装蛋类,包装盐蛋
777,2022,2,202206,202223,20220606,20220610,27:58.0,19,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,12,12,2,6,生鲜,蛋类,包装蛋类,包装盐蛋
892,2022,2,202206,202223,20220606,20220610,51:17.0,19,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,6,6,2,3,生鲜,蛋类,包装蛋类,包装盐蛋
202,2022,2,202206,202223,20220606,20220611,15:55.0,9,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,8,8,2,4,生鲜,蛋类,包装蛋类,包装盐蛋
250,2022,2,202206,202223,20220606,20220611,36:46.0,9,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,10,10,2,5,生鲜,蛋类,包装蛋类,包装盐蛋
369,2022,2,202206,202223,20220606,20220611,13:00.0,10,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,4,4,2,2,生鲜,蛋类,包装蛋类,包装盐蛋
519,2022,2,202206,202223,20220606,20220611,06:32.0,11,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,6,6,2,3,生鲜,蛋类,包装蛋类,包装盐蛋
555,2022,2,202206,202223,20220606,20220611,25:57.0,11,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,16,16,2,8,生鲜,蛋类,包装蛋类,包装盐蛋
639,2022,2,202206,202223,20220606,20220611,32:23.0,12,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,8,8,2,4,生鲜,蛋类,包装蛋类,包装盐蛋
676,2022,2,202206,202223,20220606,20220611,45:41.0,12,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,10,10,2,5,生鲜,蛋类,包装蛋类,包装盐蛋
941,2022,2,202206,202223,20220606,20220611,51:46.0,15,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,6,6,2,3,生鲜,蛋类,包装蛋类,包装盐蛋
976,2022,2,202206,202223,20220606,20220611,02:19.0,16,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,4,4,2,2,生鲜,蛋类,包装蛋类,包装盐蛋
24,2022,2,202206,202223,20220606,20220611,36:11.0,16,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,6,6,2,3,生鲜,蛋类,包装蛋类,包装盐蛋
310,2022,2,202206,202223,20220606,20220611,47:24.0,18,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,4,4,2,2,生鲜,蛋类,包装蛋类,包装盐蛋
422,2022,2,202206,202223,20220606,20220611,33:21.0,19,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,4,4,2,2,生鲜,蛋类,包装蛋类,包装盐蛋
494,2022,2,202206,202223,20220606,20220611,54:25.0,19,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,4,4,2,2,生鲜,蛋类,包装蛋类,包装盐蛋
543,2022,2,202206,202223,20220606,20220611,13:43.0,20,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,4,4,2,2,生鲜,蛋类,包装蛋类,包装盐蛋
708,2022,2,202206,202223,20220606,20220611,19:52.0,21,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,8,8,2,4,生鲜,蛋类,包装蛋类,包装盐蛋
709,2022,2,202206,202223,20220606,20220611,20:42.0,21,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,6,6,2,3,生鲜,蛋类,包装蛋类,包装盐蛋
796,2022,2,202206,202223,20220606,20220612,21:04.0,8,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,6,6,2,3,生鲜,蛋类,包装蛋类,包装盐蛋
867,2022,2,202206,202223,20220606,20220612,07:10.0,9,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,40,40,2,20,生鲜,蛋类,包装蛋类,包装盐蛋
934,2022,2,202206,202223,20220606,20220612,31:21.0,9,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,2,2,2,1,生鲜,蛋类,包装蛋类,包装盐蛋
15,2022,2,202206,202223,20220606,20220612,15:14.0,10,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,2,2,2,1,生鲜,蛋类,包装蛋类,包装盐蛋
138,2022,2,202206,202223,20220606,20220612,46:07.0,10,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,20,20,2,10,生鲜,蛋类,包装蛋类,包装盐蛋
193,2022,2,202206,202223,20220606,20220612,10:28.0,11,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,10,10,2,5,生鲜,蛋类,包装蛋类,包装盐蛋
216,2022,2,202206,202223,20220606,20220612,25:31.0,11,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,8,8,2,4,生鲜,蛋类,包装蛋类,包装盐蛋
224,2022,2,202206,202223,20220606,20220612,31:02.0,11,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,10,10,2,5,生鲜,蛋类,包装蛋类,包装盐蛋
312,2022,2,202206,202223,20220606,20220612,06:45.0,12,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,6,6,2,3,生鲜,蛋类,包装蛋类,包装盐蛋
630,2022,2,202206,202223,20220606,20220612,09:42.0,15,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,4,4,2,2,生鲜,蛋类,包装蛋类,包装盐蛋
788,2022,2,202206,202223,20220606,20220612,01:11.0,16,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,12,12,2,6,生鲜,蛋类,包装蛋类,包装盐蛋
124,2022,2,202206,202223,20220606,20220612,27:09.0,18,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,14,14,2,7,生鲜,蛋类,包装蛋类,包装盐蛋
409,2022,2,202206,202223,20220606,20220612,26:20.0,20,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,32,32,2,16,生鲜,蛋类,包装蛋类,包装盐蛋
519,2022,2,202206,202224,20220613,20220613,36:48.0,8,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,20,20,2,10,生鲜,蛋类,包装蛋类,包装盐蛋
742,2022,2,202206,202224,20220613,20220613,36:13.0,10,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,10,10,2,5,生鲜,蛋类,包装蛋类,包装盐蛋
90,2022,2,202206,202224,20220613,20220613,46:26.0,14,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,4,4,2,2,生鲜,蛋类,包装蛋类,包装盐蛋
250,2022,2,202206,202224,20220613,20220613,13:52.0,17,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,10,10,2,5,生鲜,蛋类,包装蛋类,包装盐蛋
290,2022,2,202206,202224,20220613,20220613,27:36.0,17,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,8,8,2,4,生鲜,蛋类,包装蛋类,包装盐蛋
519,2022,2,202206,202224,20220613,20220613,45:47.0,19,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,8,8,2,4,生鲜,蛋类,包装蛋类,包装盐蛋
924,2022,2,202206,202224,20220613,20220614,37:03.0,10,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,6,6,2,3,生鲜,蛋类,包装蛋类,包装盐蛋
944,2022,2,202206,202224,20220613,20220614,46:27.0,10,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,4,4,2,2,生鲜,蛋类,包装蛋类,包装盐蛋
1017,2022,2,202206,202224,20220613,20220614,21:14.0,11,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,4,4,2,2,生鲜,蛋类,包装蛋类,包装盐蛋
33,2022,2,202206,202224,20220613,20220614,41:07.0,11,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,8,8,2,4,生鲜,蛋类,包装蛋类,包装盐蛋
246,2022,2,202206,202224,20220613,20220614,51:34.0,14,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,6,6,2,3,生鲜,蛋类,包装蛋类,包装盐蛋
309,2022,2,202206,202224,20220613,20220614,52:52.0,15,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,8,8,2,4,生鲜,蛋类,包装蛋类,包装盐蛋
604,2022,2,202206,202224,20220613,20220614,14:39.0,18,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,20,20,2,10,生鲜,蛋类,包装蛋类,包装盐蛋
824,2022,2,202206,202224,20220613,20220614,22:42.0,20,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,2,2,2,1,生鲜,蛋类,包装蛋类,包装盐蛋
945,2022,2,202206,202224,20220613,20220615,36:22.0,7,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,4,4,2,2,生鲜,蛋类,包装蛋类,包装盐蛋
301,2022,2,202206,202224,20220613,20220615,56:15.0,11,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,14,14,2,7,生鲜,蛋类,包装蛋类,包装盐蛋
368,2022,2,202206,202224,20220613,20220615,42:00.0,12,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,10,10,2,5,生鲜,蛋类,包装蛋类,包装盐蛋
603,2022,2,202206,202224,20220613,20220615,13:47.0,16,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,8,8,2,4,生鲜,蛋类,包装蛋类,包装盐蛋
767,2022,2,202206,202224,20220613,20220615,33:08.0,17,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,4,4,2,2,生鲜,蛋类,包装蛋类,包装盐蛋
772,2022,2,202206,202224,20220613,20220615,34:09.0,17,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,10,10,2,5,生鲜,蛋类,包装蛋类,包装盐蛋
802,2022,2,202206,202224,20220613,20220615,58:16.0,17,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,8,8,2,4,生鲜,蛋类,包装蛋类,包装盐蛋
223,2022,2,202206,202224,20220613,20220615,32:16.0,21,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,2,2,2,1,生鲜,蛋类,包装蛋类,包装盐蛋
320,2022,2,202206,202224,20220613,20220616,28:25.0,8,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,2,2,2,1,生鲜,蛋类,包装蛋类,包装盐蛋
358,2022,2,202206,202224,20220613,20220616,47:08.0,8,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,10,10,2,5,生鲜,蛋类,包装蛋类,包装盐蛋
391,2022,2,202206,202224,20220613,20220616,52:20.0,8,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,10,10,2,5,生鲜,蛋类,包装蛋类,包装盐蛋
443,2022,2,202206,202224,20220613,20220616,13:15.0,9,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,12,12,2,6,生鲜,蛋类,包装蛋类,包装盐蛋
480,2022,2,202206,202224,20220613,20220616,29:19.0,9,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,6,6,2,3,生鲜,蛋类,包装蛋类,包装盐蛋
485,2022,2,202206,202224,20220613,20220616,30:58.0,9,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,4,4,2,2,生鲜,蛋类,包装蛋类,包装盐蛋
899,2022,2,202206,202224,20220613,20220616,06:25.0,15,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,4,4,2,2,生鲜,蛋类,包装蛋类,包装盐蛋
954,2022,2,202206,202224,20220613,20220616,38:43.0,15,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,8,8,2,4,生鲜,蛋类,包装蛋类,包装盐蛋
98,2022,2,202206,202224,20220613,20220616,17:43.0,17,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,8,8,2,4,生鲜,蛋类,包装蛋类,包装盐蛋
173,2022,2,202206,202224,20220613,20220616,47:55.0,17,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,6,6,2,3,生鲜,蛋类,包装蛋类,包装盐蛋
178,2022,2,202206,202224,20220613,20220616,50:19.0,17,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,10,10,2,5,生鲜,蛋类,包装蛋类,包装盐蛋
470,2022,2,202206,202224,20220613,20220616,08:00.0,20,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,4,4,2,2,生鲜,蛋类,包装蛋类,包装盐蛋
639,2022,2,202206,202224,20220613,20220617,33:11.0,7,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,4,4,2,2,生鲜,蛋类,包装蛋类,包装盐蛋
743,2022,2,202206,202224,20220613,20220617,52:13.0,8,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,4,4,2,2,生鲜,蛋类,包装蛋类,包装盐蛋
67,2022,2,202206,202224,20220613,20220617,29:45.0,12,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,4,4,2,2,生鲜,蛋类,包装蛋类,包装盐蛋
221,2022,2,202206,202224,20220613,20220617,21:36.0,15,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,8,8,2,4,生鲜,蛋类,包装蛋类,包装盐蛋
287,2022,2,202206,202224,20220613,20220617,55:47.0,15,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,6,6,2,3,生鲜,蛋类,包装蛋类,包装盐蛋
414,2022,2,202206,202224,20220613,20220617,49:59.0,16,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,4,4,2,2,生鲜,蛋类,包装蛋类,包装盐蛋
557,2022,2,202206,202224,20220613,20220617,08:23.0,18,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,8,8,2,4,生鲜,蛋类,包装蛋类,包装盐蛋
784,2022,2,202206,202224,20220613,20220617,15:26.0,20,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,6,6,2,3,生鲜,蛋类,包装蛋类,包装盐蛋
395,2022,2,202206,202224,20220613,20220618,47:34.0,10,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,20,20,2,10,生鲜,蛋类,包装蛋类,包装盐蛋
408,2022,2,202206,202224,20220613,20220618,52:58.0,10,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,4,4,2,2,生鲜,蛋类,包装蛋类,包装盐蛋
565,2022,2,202206,202224,20220613,20220618,54:29.0,11,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,2,2,2,1,生鲜,蛋类,包装蛋类,包装盐蛋
795,2022,2,202206,202224,20220613,20220618,16:39.0,14,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,4,4,2,2,生鲜,蛋类,包装蛋类,包装盐蛋
823,2022,2,202206,202224,20220613,20220618,40:56.0,14,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,10,10,2,5,生鲜,蛋类,包装蛋类,包装盐蛋
834,2022,2,202206,202224,20220613,20220618,53:08.0,14,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,4,4,2,2,生鲜,蛋类,包装蛋类,包装盐蛋
68,2022,2,202206,202224,20220613,20220618,41:56.0,16,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,4,4,2,2,生鲜,蛋类,包装蛋类,包装盐蛋
328,2022,2,202206,202224,20220613,20220618,03:41.0,19,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,10,10,2,5,生鲜,蛋类,包装蛋类,包装盐蛋
762,2022,2,202206,202224,20220613,20220619,13:17.0,10,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,4,4,2,2,生鲜,蛋类,包装蛋类,包装盐蛋
788,2022,2,202206,202224,20220613,20220619,21:09.0,10,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,6,6,2,3,生鲜,蛋类,包装蛋类,包装盐蛋
827,2022,2,202206,202224,20220613,20220619,33:58.0,10,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,10,10,2,5,生鲜,蛋类,包装蛋类,包装盐蛋
969,2022,2,202206,202224,20220613,20220619,16:48.0,11,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,12,12,2,6,生鲜,蛋类,包装蛋类,包装盐蛋
980,2022,2,202206,202224,20220613,20220619,22:19.0,11,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,20,20,2,10,生鲜,蛋类,包装蛋类,包装盐蛋
120,2022,2,202206,202224,20220613,20220619,18:05.0,13,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,4,4,2,2,生鲜,蛋类,包装蛋类,包装盐蛋
313,2022,2,202206,202224,20220613,20220619,31:29.0,14,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,12,12,2,6,生鲜,蛋类,包装蛋类,包装盐蛋
649,2022,2,202206,202224,20220613,20220619,03:47.0,16,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,8,8,2,4,生鲜,蛋类,包装蛋类,包装盐蛋
31,2022,2,202206,202224,20220613,20220619,58:08.0,18,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,10,10,2,5,生鲜,蛋类,包装蛋类,包装盐蛋
99,2022,2,202206,202224,20220613,20220619,24:33.0,19,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,10,10,2,5,生鲜,蛋类,包装蛋类,包装盐蛋
667,2022,2,202206,202225,20220620,20220620,09:14.0,10,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,18,18,2,9,生鲜,蛋类,包装蛋类,包装盐蛋
1021,2022,2,202206,202225,20220620,20220620,12:52.0,15,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,10,10,2,5,生鲜,蛋类,包装蛋类,包装盐蛋
323,2022,2,202206,202225,20220620,20220620,49:45.0,17,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,4,4,2,2,生鲜,蛋类,包装蛋类,包装盐蛋
570,2022,2,202206,202225,20220620,20220620,33:18.0,19,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,10,10,2,5,生鲜,蛋类,包装蛋类,包装盐蛋
673,2022,2,202206,202225,20220620,20220620,04:07.0,20,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,4,4,2,2,生鲜,蛋类,包装蛋类,包装盐蛋
750,2022,2,202206,202225,20220620,20220620,27:34.0,20,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,12,12,2,6,生鲜,蛋类,包装蛋类,包装盐蛋
803,2022,2,202206,202225,20220620,20220620,42:03.0,20,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,2,2,2,1,生鲜,蛋类,包装蛋类,包装盐蛋
25,2022,2,202206,202225,20220620,20220621,59:42.0,8,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,20,20,2,10,生鲜,蛋类,包装蛋类,包装盐蛋
113,2022,2,202206,202225,20220620,20220621,42:08.0,9,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,10,10,2,5,生鲜,蛋类,包装蛋类,包装盐蛋
136,2022,2,202206,202225,20220620,20220621,48:35.0,9,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,4,4,2,2,生鲜,蛋类,包装蛋类,包装盐蛋
193,2022,2,202206,202225,20220620,20220621,10:37.0,10,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,4,4,2,2,生鲜,蛋类,包装蛋类,包装盐蛋
441,2022,2,202206,202225,20220620,20220621,35:12.0,12,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,20,20,2,10,生鲜,蛋类,包装蛋类,包装盐蛋
528,2022,2,202206,202225,20220620,20220621,49:52.0,13,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,2,2,2,1,生鲜,蛋类,包装蛋类,包装盐蛋
578,2022,2,202206,202225,20220620,20220621,44:21.0,14,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,4,4,2,2,生鲜,蛋类,包装蛋类,包装盐蛋
633,2022,2,202206,202225,20220620,20220621,05:29.0,15,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,12,12,2,6,生鲜,蛋类,包装蛋类,包装盐蛋
749,2022,2,202206,202225,20220620,20220621,28:37.0,16,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,10,10,2,5,生鲜,蛋类,包装蛋类,包装盐蛋
836,2022,2,202206,202225,20220620,20220621,05:23.0,17,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,4,4,2,2,生鲜,蛋类,包装蛋类,包装盐蛋
906,2022,2,202206,202225,20220620,20220621,27:34.0,17,510113002,咸鸭蛋,溢流香1枚熟咸蛋60g,枚,2,2,2,1,生鲜,蛋类,包装蛋类,包装盐蛋
