Unnamed: 0,year_id,quarter_id,smonth,sweek,start_day_week,sdate,stime,shour,bills_id,goods_id,goods_name_st,goods_name_orig,unit_name,goods_spec,brand,sale_amount,sale_orig_amount,sale_price,sale_qty,mysl_category_name_lv1,mysl_category_name_lv2,mysl_category_name_lv3,mysl_category_name_lv4
235,2021,1,202101,202101,20210104,20210107,28:25.0,8,21100016190,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,215,215,21.5,10,食品,烟酒水饮,香烟,国产香烟
399,2021,1,202101,202101,20210104,20210107,05:26.0,11,21100016202,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
404,2021,1,202101,202101,20210104,20210107,12:26.0,11,21100016203,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,215,215,21.5,10,食品,烟酒水饮,香烟,国产香烟
464,2021,1,202101,202101,20210104,20210107,11:35.0,12,21100016210,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
667,2021,1,202101,202101,20210104,20210107,22:54.0,15,21100016225,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
800,2021,1,202101,202101,20210104,20210107,44:18.0,16,21100016235,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
812,2021,1,202101,202101,20210104,20210107,51:49.0,16,21100016237,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,44,44,22,2,食品,烟酒水饮,香烟,国产香烟
435,2021,1,202101,202101,20210104,20210108,24:52.0,11,21120111873,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
682,2021,1,202101,202101,20210104,20210108,21:15.0,15,21100016323,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,44,44,22,2,食品,烟酒水饮,香烟,国产香烟
949,2021,1,202101,202101,20210104,20210108,11:52.0,17,21100016349,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,44,44,22,2,食品,烟酒水饮,香烟,国产香烟
142,2021,1,202101,202101,20210104,20210108,40:45.0,18,21100016371,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,44,44,22,2,食品,烟酒水饮,香烟,国产香烟
735,2021,1,202101,202101,20210104,20210109,03:26.0,11,21100016426,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,215,215,21.5,10,食品,烟酒水饮,香烟,国产香烟
749,2021,1,202101,202101,20210104,20210109,10:23.0,11,21100016430,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,44,44,22,2,食品,烟酒水饮,香烟,国产香烟
42,2021,1,202101,202101,20210104,20210109,09:54.0,14,21130093561,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
132,2021,1,202101,202101,20210104,20210109,54:13.0,14,21100016462,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
783,2021,1,202101,202101,20210104,20210109,41:05.0,19,21100016494,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
976,2021,1,202101,202101,20210104,20210110,29:59.0,9,21100016507,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
984,2021,1,202101,202101,20210104,20210110,42:06.0,9,21100016508,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
284,2021,1,202101,202101,20210104,20210110,49:34.0,12,21100016530,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
726,2021,1,202101,202101,20210104,20210110,24:41.0,16,21160034186,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
1018,2021,1,202101,202101,20210104,20210110,15:34.0,19,21120113397,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
275,2021,1,202101,202102,20210111,20210111,15:27.0,10,21130094422,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,44,44,22,2,食品,烟酒水饮,香烟,国产香烟
957,2021,1,202101,202102,20210111,20210111,29:38.0,18,21100016654,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
249,2021,1,202101,202102,20210111,20210111,36:24.0,20,21100016664,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
527,2021,1,202101,202102,20210111,20210112,54:08.0,10,21100016683,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
942,2021,1,202101,202102,20210111,20210112,04:50.0,16,21130095268,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
582,2021,1,202101,202102,20210111,20210113,33:34.0,9,21100016732,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
276,2021,1,202101,202102,20210111,20210113,20:41.0,19,21100016775,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
571,2021,1,202101,202102,20210111,20210114,24:06.0,9,21100016797,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
749,2021,1,202101,202102,20210111,20210114,41:16.0,11,21100016807,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
780,2021,1,202101,202102,20210111,20210114,59:11.0,11,21100016811,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
192,2021,1,202101,202102,20210111,20210114,24:41.0,18,21100016841,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
717,2021,1,202101,202102,20210111,20210115,20:37.0,11,21100016878,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
152,2021,1,202101,202102,20210111,20210115,44:59.0,16,21100016931,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,860,860,21.5,40,食品,烟酒水饮,香烟,国产香烟
665,2021,1,202101,202102,20210111,20210115,05:57.0,21,21120116653,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,44,44,22,2,食品,烟酒水饮,香烟,国产香烟
694,2021,1,202101,202102,20210111,20210116,25:01.0,7,21130096740,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
201,2021,1,202101,202102,20210111,20210116,12:43.0,12,21100016986,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
623,2021,1,202101,202102,20210111,20210116,36:56.0,14,21100017001,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,44,44,22,2,食品,烟酒水饮,香烟,国产香烟
271,2021,1,202101,202102,20210111,20210116,37:04.0,17,21100017019,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,215,215,21.5,10,食品,烟酒水饮,香烟,国产香烟
490,2021,1,202101,202102,20210111,20210116,12:16.0,19,21160036774,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
496,2021,1,202101,202102,20210111,20210116,16:56.0,19,21160036779,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
633,2021,1,202101,202102,20210111,20210116,47:19.0,19,21100017034,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
718,2021,1,202101,202102,20210111,20210116,04:49.0,20,21100017042,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
34,2021,1,202101,202102,20210111,20210117,36:16.0,10,21100017063,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,44,44,22,2,食品,烟酒水饮,香烟,国产香烟
36,2021,1,202101,202102,20210111,20210117,36:43.0,10,21100017064,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
312,2021,1,202101,202102,20210111,20210117,04:01.0,13,21130097645,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,44,44,22,2,食品,烟酒水饮,香烟,国产香烟
181,2021,1,202101,202103,20210118,20210118,29:26.0,7,21100017114,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
524,2021,1,202101,202103,20210118,20210118,06:51.0,13,21160037355,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,44,44,22,2,食品,烟酒水饮,香烟,国产香烟
642,2021,1,202101,202103,20210118,20210118,47:37.0,14,21100017138,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
884,2021,1,202101,202103,20210118,20210118,20:57.0,17,21120118114,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
266,2021,1,202101,202103,20210118,20210119,08:04.0,7,21100017166,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
588,2021,1,202101,202103,20210118,20210119,49:32.0,12,21160037650,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
638,2021,1,202101,202103,20210118,20210119,44:01.0,13,21100017190,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
48,2021,1,202101,202103,20210118,20210119,02:27.0,19,21100017209,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
330,2021,1,202101,202103,20210118,20210120,42:48.0,9,21100017225,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
919,2021,1,202101,202103,20210118,20210121,35:12.0,13,21100017332,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,215,215,21.5,10,食品,烟酒水饮,香烟,国产香烟
992,2021,1,202101,202103,20210118,20210121,42:17.0,14,21100017337,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
214,2021,1,202101,202103,20210118,20210121,08:39.0,17,21100017352,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,44,44,22,2,食品,烟酒水饮,香烟,国产香烟
391,2021,1,202101,202103,20210118,20210121,15:09.0,18,21120119968,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,44,44,22,2,食品,烟酒水饮,香烟,国产香烟
617,2021,1,202101,202103,20210118,20210121,03:39.0,20,21100017363,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
798,2021,1,202101,202103,20210118,20210122,24:54.0,9,21100017382,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
91,2021,1,202101,202103,20210118,20210122,41:19.0,14,21100017405,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
448,2021,1,202101,202103,20210118,20210122,11:13.0,18,21140094074,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,44,44,22,2,食品,烟酒水饮,香烟,国产香烟
1006,2021,1,202101,202103,20210118,20210123,23:43.0,11,21100017453,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
69,2021,1,202101,202103,20210118,20210123,02:00.0,12,21100017456,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
392,2021,1,202101,202103,20210118,20210123,34:18.0,15,21100017464,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
512,2021,1,202101,202103,20210118,20210123,23:09.0,16,21100017471,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
54,2021,1,202101,202103,20210118,20210124,35:09.0,9,21100017494,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
872,2021,1,202101,202103,20210118,20210124,05:59.0,16,21100017521,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,44,44,22,2,食品,烟酒水饮,香烟,国产香烟
124,2021,1,202101,202103,20210118,20210124,08:40.0,18,21100017532,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
477,2021,1,202101,202104,20210125,20210125,24:41.0,8,21100017548,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
699,2021,1,202101,202104,20210125,20210125,23:01.0,11,21100017569,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
757,2021,1,202101,202104,20210125,20210125,17:24.0,12,21160040026,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,44,44,22,2,食品,烟酒水饮,香烟,国产香烟
32,2021,1,202101,202104,20210125,20210125,55:32.0,15,21100017583,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
79,2021,1,202101,202104,20210125,20210125,32:23.0,16,21100017586,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
317,2021,1,202101,202104,20210125,20210125,28:24.0,19,21100017600,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
774,2021,1,202101,202104,20210125,20210126,47:56.0,11,21100017629,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
5,2021,1,202101,202104,20210125,20210126,13:10.0,15,21100017645,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
173,2021,1,202101,202104,20210125,20210126,35:58.0,16,21100017653,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
366,2021,1,202101,202104,20210125,20210126,13:24.0,18,21100017661,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
486,2021,1,202101,202104,20210125,20210126,13:47.0,19,21120122315,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
546,2021,1,202101,202104,20210125,20210126,42:31.0,19,21140095803,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,44,44,22,2,食品,烟酒水饮,香烟,国产香烟
876,2021,1,202101,202104,20210125,20210127,48:46.0,10,21100017696,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
3,2021,1,202101,202104,20210125,20210127,34:18.0,12,21100017710,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
36,2021,1,202101,202104,20210125,20210127,46:17.0,12,21100017711,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,215,215,21.5,10,食品,烟酒水饮,香烟,国产香烟
96,2021,1,202101,202104,20210125,20210127,40:04.0,13,21100017714,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,215,215,21.5,10,食品,烟酒水饮,香烟,国产香烟
101,2021,1,202101,202104,20210125,20210127,41:20.0,13,21100017715,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,215,215,21.5,10,食品,烟酒水饮,香烟,国产香烟
231,2021,1,202101,202104,20210125,20210127,01:09.0,15,21100017724,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
247,2021,1,202101,202104,20210125,20210127,10:26.0,15,21100017725,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
377,2021,1,202101,202104,20210125,20210127,18:44.0,16,21100017734,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
471,2021,1,202101,202104,20210125,20210128,11:32.0,13,21100017777,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
223,2021,1,202101,202104,20210125,20210129,48:57.0,17,21100017866,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
348,2021,1,202101,202104,20210125,20210129,34:01.0,18,21100017871,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
572,2021,1,202101,202104,20210125,20210129,53:32.0,19,21100017883,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
1001,2021,1,202101,202104,20210125,20210130,14:12.0,11,21100017906,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
594,2021,1,202101,202104,20210125,20210130,09:48.0,16,21100017919,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,44,44,22,2,食品,烟酒水饮,香烟,国产香烟
794,2021,1,202101,202104,20210125,20210130,20:44.0,17,21100017926,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
817,2021,1,202101,202104,20210125,20210130,48:10.0,17,21100017932,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,44,44,22,2,食品,烟酒水饮,香烟,国产香烟
231,2021,1,202101,202104,20210125,20210130,02:31.0,21,21100017951,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
336,2021,1,202101,202104,20210125,20210131,36:49.0,9,21130103480,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
230,2021,1,202101,202104,20210125,20210131,41:39.0,16,21100017978,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,430,430,21.5,20,食品,烟酒水饮,香烟,国产香烟
286,2021,1,202101,202104,20210125,20210131,07:06.0,17,21100017984,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
816,2021,1,202102,202105,20210201,20210201,49:07.0,8,21100018004,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
819,2021,1,202102,202105,20210201,20210201,53:38.0,8,21100018005,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
59,2021,1,202102,202105,20210201,20210201,27:30.0,11,21100018025,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
351,2021,1,202102,202105,20210201,20210201,33:41.0,14,21100018035,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
363,2021,1,202102,202105,20210201,20210201,44:03.0,14,21100018037,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,44,44,22,2,食品,烟酒水饮,香烟,国产香烟
377,2021,1,202102,202105,20210201,20210201,55:00.0,14,21100018041,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,1075,1075,21.5,50,食品,烟酒水饮,香烟,国产香烟
379,2021,1,202102,202105,20210201,20210201,55:59.0,14,21100018042,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,430,430,21.5,20,食品,烟酒水饮,香烟,国产香烟
645,2021,1,202102,202105,20210201,20210201,19:13.0,17,21100018068,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,430,430,21.5,20,食品,烟酒水饮,香烟,国产香烟
646,2021,1,202102,202105,20210201,20210201,20:09.0,17,21100018069,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,430,430,21.5,20,食品,烟酒水饮,香烟,国产香烟
858,2021,1,202102,202105,20210201,20210201,34:41.0,19,21100018079,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
859,2021,1,202102,202105,20210201,20210201,35:02.0,19,21100018080,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
391,2021,1,202102,202105,20210201,20210202,51:48.0,11,21100018120,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,44,44,22,2,食品,烟酒水饮,香烟,国产香烟
525,2021,1,202102,202105,20210201,20210202,16:56.0,13,21100018129,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
52,2021,1,202102,202105,20210201,20210202,01:18.0,19,21120126292,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,66,66,22,3,食品,烟酒水饮,香烟,国产香烟
100,2021,1,202102,202105,20210201,20210202,21:59.0,19,21100018175,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
128,2021,1,202102,202105,20210201,20210202,30:01.0,19,21100018178,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,430,430,21.5,20,食品,烟酒水饮,香烟,国产香烟
138,2021,1,202102,202105,20210201,20210202,31:24.0,19,21100018180,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
485,2021,1,202102,202105,20210201,20210203,50:07.0,9,21100018198,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
780,2021,1,202102,202105,20210201,20210203,24:11.0,12,21100018213,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
811,2021,1,202102,202105,20210201,20210203,58:22.0,12,21160043767,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
991,2021,1,202102,202105,20210201,20210203,20:51.0,14,21100018223,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
313,2021,1,202102,202105,20210201,20210203,25:26.0,17,21100018243,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
334,2021,1,202102,202105,20210201,20210203,34:42.0,17,21100018244,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
601,2021,1,202102,202105,20210201,20210203,51:24.0,18,21100018262,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,215,215,21.5,10,食品,烟酒水饮,香烟,国产香烟
737,2021,1,202102,202105,20210201,20210203,25:41.0,19,21100018266,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
823,2021,1,202102,202105,20210201,20210203,50:14.0,19,21100018268,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,44,44,22,2,食品,烟酒水饮,香烟,国产香烟
917,2021,1,202102,202105,20210201,20210203,04:06.0,20,21100018273,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,44,44,22,2,食品,烟酒水饮,香烟,国产香烟
919,2021,1,202102,202105,20210201,20210203,06:30.0,20,21100018275,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
920,2021,1,202102,202105,20210201,20210203,06:30.0,20,21100018275,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,215,215,21.5,10,食品,烟酒水饮,香烟,国产香烟
69,2021,1,202102,202105,20210201,20210204,49:54.0,7,21100018285,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
255,2021,1,202102,202105,20210201,20210204,26:05.0,10,21100018309,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,645,645,21.5,30,食品,烟酒水饮,香烟,国产香烟
343,2021,1,202102,202105,20210201,20210204,00:02.0,11,21100018319,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
587,2021,1,202102,202105,20210201,20210204,32:17.0,13,21100018329,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
671,2021,1,202102,202105,20210201,20210204,03:18.0,14,21100018332,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,44,44,22,2,食品,烟酒水饮,香烟,国产香烟
812,2021,1,202102,202105,20210201,20210204,12:08.0,15,21100018344,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
968,2021,1,202102,202105,20210201,20210204,47:49.0,15,21100018359,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,215,215,21.5,10,食品,烟酒水饮,香烟,国产香烟
993,2021,1,202102,202105,20210201,20210204,59:31.0,15,21100018362,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,22,22,22,1,食品,烟酒水饮,香烟,国产香烟
126,2021,1,202102,202105,20210201,20210204,00:33.0,17,21160044514,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,215,215,21.5,10,食品,烟酒水饮,香烟,国产香烟
133,2021,1,202102,202105,20210201,20210204,03:25.0,17,21100018372,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,220,220,22,10,食品,烟酒水饮,香烟,国产香烟
139,2021,1,202102,202105,20210201,20210204,07:51.0,17,21100018370,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,215,215,21.5,10,食品,烟酒水饮,香烟,国产香烟
140,2021,1,202102,202105,20210201,20210204,07:51.0,17,21100018370,2000000013138,利群(软红长嘴),软长嘴红利群,包,20支,利群,2150,2150,21.5,100,食品,烟酒水饮,香烟,国产香烟
